,movie,actor,type,role
2233,T:The Missouri Breaks,Randy Quaid,\Und,RU:
2234,T:The Missouri Breaks,Kathleen Lloyd,\Und,"R:rancher's daughter, romanced by ranchhand"
2235,T:The Missouri Breaks,Frederic Forrest,\Und,RU:
2236,T:The Missouri Breaks,Harry Dean Stanton,\Und,"RZ:rustler, hung"
2237,T:The Missouri Breaks,John McLiam,\Und,R:rancher
2238,T:The Miracle Worker,Anne Bancroft,\Und,"R:blind ""Helen Keller}"""
2239,TZ:The Miracle Worker,Patty Duke (Astin),\Und,RU:
2240,T:The Miracle Worker,Victor Jory,\Und,RU:
2241,T:The Miracle Worker,Patty Inga Svensen,\Und,RU:
2242,T:The Miracle Worker,Andrew PIne,\Und,RU:
2243,TZ:The Miracle Worker,Melissa Gilbert,\Und,RU:
2244,TZ:Four Friends,Craig Wasson,\Und,RU:
2245,TZ:Four Friends,Jodi Thelen,\Und,RU:
2246,TZ:Four Friends,Lois Smith,\Und,RU:
2247,TZ:Four Friends,Michael Huddleston,\Und,RU:
2248,T:The Informer,Lars Hansen,\Und,"R:IRA leader, betrayed"
2249,T:The Informer,Lya dePutti,\Und,RU:
2250,T:Welcome to L.A.,Keith Carradine,\Und,RU:
2251,T:Welcome to L.A.,Sally Kellerman,\Und,RU:
2252,T:Welcome to L.A.,Geraldine Chaplin,\Und,RU:
2253,T:Welcome to L.A.,Harvey Keitel,\Und,RU:
2254,TZ:Welcome to L.A.,Lauren Hutton,\Und,R:nude
2255,TZ:Welcome to L.A.,Sissy Spacek,\Und,R:nude
2256,TZ:Welcome to L.A.,John Considine,\Und,RU:
2257,TZ:Welcome to L.A.,Viveca Lindfors,\Und,RU:
2258,TZ:Welcome to L.A.,Richard Baskin,\Und,RU:
2259,TZ:Welcome to L.A.,Denver Pyle,\Und,RU:
2260,T:Choose Me,Lesley Ann Warren,\Und,RU:
2261,T:Choose Me,Genevieve Bujold,\Und,RU:
2262,T:Choose Me,Rae Dawn Chong,\Und,RU:
2263,T:Choose Me,Keith Carradine,\Und,RU:
2264,T:Choose Me,John Laroquette,\Und,RU:
2265,T:Choose Me,Edward Ruscha,\Und,RU:
2266,T:Choose Me,Patrick Bachau,\Und,R:brutal racketeer
2267,T:`L'Amour poursuite',Tom Berenger,\Und,R:detective
2268,T:`L'Amour poursuite',Ann Magnusson,\Und,R:jealous secretary
2269,T:`L'Amour poursuite',Elizabeth Perkins,\Und,R:follows detective
2270,T:`L'Amour poursuite',Anne Archer,\Und,R:fancy type
2271,T:Afterglow,Julie Christie,\Und,"R:middle-aged woman, gains independence ""Phyllis"""
2272,T:Afterglow,Nick Nolte,\Und,"R:Phyllis' husband, handyman lover ""Lucky"""
2273,T:Afterglow,Lara Flynn Boyle,\Und,"R:bubbly wife, Lucky's fling ""Marianne"""
2274,T:Afterglow,Jonny Lee Miller,\Und,"R:Marianne's husband, yuppy executive ""Jeffrey"""
2275,T:Somebody to Love,Rosie Perez,\Und,R:gullible taxi dancer
2276,T:Somebody to Love,Harvey Keitel,\Und,R:married boyfriend
2277,T:Somebody to Love,Steve Buscemi,\Und,R:taxi dancer in drag
2278,T:Somebody to Love,Anthony Quinn,\Cam,RU:
2279,T:Somebody to Love,Quentin Tarantion,\Cam,RU:
2280,T:Body and Soul,Charles Farrell,\Und,R:WW I pilot
2281,T:Body and Soul,Elissa Landi,\Und,R:wife of buddy
2282,T:Body and Soul,Humphrey Bogart,\Und,RU:
2283,T:Body and Soul,Myrna Loy,\Und,RU:
2284,T:Body and Soul,Donald Dillaway,\Und,RU:
2285,T:Rebecca of Sunnybrook Farm,Marian Nixan,\Und,R:rural glad
2286,T:Rebecca of Sunnybrook Farm,Ralph Bellamy,\Und,R:atheist
2287,T:Rebecca of Sunnybrook Farm,Mae Marsh,\Und,R:dour aunt
2288,T:Rebecca of Sunnybrook Farm,Louise Closser Hale,\Und,RU:
2289,T:Rebecca of Sunnybrook Farm,Alan Hale,\Und,RU:
2290,T:Rebecca of Sunnybrook Farm,Charlotte Henry,\Und,RU:
2291,T:People Will Talk,Cary Grant,\Sci,"R:independent doctor ""Noah Praetorius"""
2292,T:People Will Talk,s a,\Und,"R:pregnant admirer, marries ""Deborah Higgins"""
2293,T:People Will Talk,s a,\Sdk,"R:friend, survivor, assistant, con ""Shunderson"""
2294,T:People Will Talk,Hume Cronin,"\Vil,\Sci","R:jealous professor ""Elway"""
2295,T:People Will Talk,s a,\Und,"R:physicist friend ""Vargas"""
2296,T:People Will Talk,Sidney Blackmer,\Und,"R:niece, failed father of Deborah ""Arthur Higgins"""
2297,T:People Will Talk,s a,\Und,"R:stingy uncle farmer ""Joe Higgins"""
2298,T:People Will Talk,s a,\Und,"R:tough nurse ""Sarah Pickett"""
2299,T:People Will Talk,s a,\Und,R:head of clinic
2300,T:People Will Talk,s a,\Agt,"R:sergeant ""Kooning"""
2301,T:Winterset,Burgess Meredith,\Und,"R:son, tries do vindicate executed father ""Mio"""
2302,T:Winterset,Margo,\Und,RU:
2303,T:The Hairy Ape,William Bendix,\Und,RU:
2304,T:All The Way Home,Robert Preston,\Und,"RZ:father, dies in crash"
2305,T:All The Way Home,Jean Simmons,\Und,"R:brave mother, rebuilds life"
2306,T:All The Way Home,Aline McMahon,\Und,RU:
2307,T:All The Way Home,Pat Hingle,\Und,RU:
2308,T:All The Way Home,Michael Kearney,\Und,RU:
2309,T:A Very Brady Sequel,Shelley Long,\Und,"R:widow ""Mrs.Brady"""
2310,T:A Very Brady Sequel,Gary Cole,\Und,R:returning husband?
2311,T:A Very Brady Sequel,Tim Matheson,\Und,"R:swindler, pretend husband"
2312,T:A Very Brady Sequel,Christine Taylor,\Und,"R:prissy, elder daughter ""Marcia"""
2313,T:A Very Brady Sequel,Jennifer Elise Cox,\Und,"R:awkward middle daughter ""Jan"""
2314,T:A Very Brady Sequel,Christopher Daniel Barnes,\Und,"R:son ""Greg"""
2315,T:I'll be Home for Christmas,Jonathan Taylor,\Und,"R:student, trying to get to N.Y."
2316,T:The Crush,Cary Elwes,\Und,"R:magazine writer, besieged by landlord's daughter"
2317,T:The Crush,Alicia Silverstone,\Und,R:landlord's infatuated young daughter
2318,T:The Crush,Jennifer Rubin,\Und,RU:
2319,T:The Crush,Kurtwood Smith,\Und,RU:
2320,T:Do or Die,Pat Morita,\Und,R:crime boss
2321,T:Do or Die,Dona Spei,\Und,"R:FBI agent, nude"
2322,T:Do or Die,Carolyn Lin,\Und,"R:massesse, nude"
2323,T:Do or Die,Roberta Vasquez,\Und,R:FBI agent on the run
2324,T:Do or Die,Cynthia Brimhall,\Und,"R:cowgirl, nude"
2325,T:Do or Die,Erik Estrada,\Und,RU:
2326,T:Do or Die,Stephanie Schick,\Und,R:breasty
2327,T:Frenzy,Stig Jarrel,\Und,R:sadistic latin teacher
2328,T:Frenzy,Alf Kjellin,\Und,R:sensitive pupil
2329,T:Frenzy,Mai Zettering,\Lov,R:beloved
2330,TZ:Golden Rendezvous,Richard Harris,\Und,RU:
2331,TZ:Golden Rendezvous,David Janssen,\Und,RU:
2332,T:Golden Rendezvous,Ann Turkel,\Und,RU:
2333,T:Golden Rendezvous,John Vernon,\Und,RU:
2334,TZ:Golden Rendezvous,John Carradine,\Und,RU:
2335,TZ:Golden Rendezvous,Burgess Meredith,\Und,RU:
2336,T:Little Big League,Luke Edwards,\Und,"R:kid, inherits baseball team"
2337,T:Little Big League,Jason Robards,\Und,R:ornery grandfather
2338,T:Little Big League,Ashley Crow,\Und,RU:
2339,T:Little Big League,Dennis Farina,\Und,RU:
2340,T:Little Big League,Timothy Busfield,\Und,RU:
2341,"T:Alice, Sweet Alice",Brooke Shields,\Und,RU:
2342,"T:Alice, Sweet Alice",Linda Miller,\Und,RU:
2343,"T:Alice, Sweet Alice",Paula Sheppard,\Und,RU:
2344,T:Carnival Boat,Bill Boyd,\her,R:lumberjack hero
2345,T:Carnival Boat,Fred Kohler,\Vil,R:lumber jack
2346,T:Carnival Boat,Gonger Rogers,\Lov,R:show girl
2347,T:Carnival Boat,Hobart Bosworth,\Und,R:hero's father
2348,T:Carnival Boat,Marie Prevost,\Und,RU:
2349,T:Carnival Boat,Walter Percival,\Und,RU:
2350,T:Carnival Boat,Eddie Chandler,\Und,RU:
2351,T:The Black Cat,Basil Rathbone,\Und,RU:
2352,T:The Black Cat,Gladys Coioper,\Und,R:cat lover
2353,T:The Black Cat,Broderick Crawford,\Und,RZ:brother
2354,T:The Black Cat,Hugh Herbert,\Und,RU:
2355,T:The Black Cat,Gale Sondergaard,\Und,RU:
2356,T:The Black Cat,Anne Gwynne,\Und,RU:
2357,T:The Black Cat,Alan Ladd,\Und,RU:
2358,T:The Black Cat,Cecelia Loftus,\Und,RU:
2359,T:The Black Cat,Bela Lugosi,\Und,RU:
2360,T:The Chosen One (Shandou),Kiranmala,\Und,"R:young wife, becomes member of mystic sect"
2361,T:The Chosen One (Shandou),Tomba,\Und,R:frustrated husband
2362,T:The Chosen One (Shandou),Manbi,\Und,RU:
2363,T:The Chosen One (Shandou),Dhiren,\Und,RU:
2364,T:Ankhon Mein Tum Ho,Ashok Kumar,\Und,"R:son, to marry for sake of mother ""Pratap"""
2365,T:Ankhon Mein Tum Ho,Rakhee,\Und,"R:Pratap's bride, loves Prem ""Poojah"""
2366,T:Ankhon Mein Tum Ho,Sharad Kapoor,\Und,"R:love, to die soon ""Prem"""
2367,T:Ankhon Mein Tum Ho,Suman Ranganathan,\Und,RU:
2368,T:The Great Adventure,Anders Norberg,\Und,RU:
2369,T:The Great Adventure,Kjell Sucksdorff,\Und,RU:
2370,T:The Great Adventure,Arne Sucksdorff,\Und,RU:
2371,T:Moloch,s a,\Und,"R:losing dictator ""Adolf Hitler"""
2372,T:Moloch,s a,\Und,"R:mistress ""Eva Braun"""
2373,T:La Salamandre,Bulle Ogier,\Und,R:little lizard of a girl
2374,T:La Salamandre,JeanLuc Bideau,\Und,R:goofy-looking journalist
2375,T:La Salamandre,Jacques Denis,\Und,"R:lowkey, lovable, mustachiod writer"
2376,T:Jonah Who Will Be 25 in the Year 2000,JeanLuc Bideau,\Und,R:weird
2377,T:Jonah Who Will Be 25 in the Year 2000,Raymond Bussieres,\Und,R:weird
2378,T:A Flame in My Heart,Myriam Mezieres,\Und,R:picks up journalist
2379,T:A Flame in My Heart,Aziz Khabouch,\Und,R:tyrannical lover
2380,T:A Flame in My Heart,Benoit Regent,\Und,R:mild mannered journalist
2381,T:Ravenous,Robert Carlyle,\Psy,R:cannibal
2382,T:Ravenous,Guy Pearce,\Und,RZ:soldier
2383,T:Ravenous,Jeremy Davis,\Und,RZ:soldier
2384,T:Ravenous,Jeffrey Jones,\Und,R:commanding officer
2385,T:Ravenous,David Arquette,\Und,R:cook
2386,T:Hilary and Jackie,Emily Watson,\Und,"R:cellist ""Jaqueline Du Pre"""
2387,T:Hilary and Jackie,Rachel Griffiths,\Und,"R:sister, lends husband to Jaqueline ""Hilary"""
2388,T:Hilary and Jackie,James Frein,\Und,"RZ:pianist, husband ""Daniel Berenboim"""
2389,T:Hilary and Jackie,David Morrissey,\Und,RU:
2390,T:Map of Love,s a,\Und,"R:poet ""Dylan Thomas"""
2391,T:Map of Love,Emily Watson,\Und,"R:poet's wife ""Caitlin"""
2392,T:Celia,Rebacca Smart,\Und,R:little girl lost
2393,T:Celia,s a,\Und,"R:father, unfaithful"
2394,T:Celia,s a,\Und,R:neighbor's wife
2395,T:Souveniers d'en France,Jeanne Moreau,\Und,RU:
2396,T:Barocco,Isabelle Adjani,\Und,RU:
2397,T:Barocco,Gerard Depardieu,\Und,RU:
2398,T:Scene of the Crime,Catherine Deneuve,\Und,R:divorced country woman
2399,T:Scene of the Crime,Wadeck Stanczak,\Und,"R:escaped convict, lover"
2400,T:Scene of the Crime,Danielle Darrieux,\Und,RZ:convict's girlfriend
2401,T:Scene of the Crime,Nicolas Giraudi,\Und,RU:
2402,T:Scene of the Crime,Claire Nebout,\Und,RU:
2403,T:Wild Reeds,Elodie Bouchez,\Und,RU:
2404,T:Les Voleurs,Daniel Auteuil,\Und,R:policeman
2405,T:Les Voleurs,Didier Bezac,\Und,R:brother
2406,T:Les Voleurs,Laurence cote,\Und,R:brother's bisexual mistress
2407,T:Les Voleurs,Catherine Deneuve,\Und,R:mistress' lover
2408,T:Cat Women of the Moon,Sonny Tufts,\Und,R:leads expedition
2409,T:Cat Women of the Moon,Victor Jory,\Und,R:troublesoem crew member
2410,T:Cat Women of the Moon,Marie Windsor,\Und,"R:earth woman, leader's love"
2411,T:Cat Women of the Moon,s a,\Und,R:cat woman
2412,T:Fools Rush In,Matthew Perry,\Und,R:instant husband
2413,T:Fools Rush In,Salma Hayek,\Und,R:instant wife
2414,T:Ever After,Drew Barrymore,\Und,"R:cinderella-like feminist ""Daniella"""
2415,T:Ever After,Anjelica Houston,\Und,R:ambitious stepmother
2416,T:Ever After,Megan Dodds,\Und,"R:beautiful, wicked stepsister ""Marguerite"""
2417,T:Ever After,Melanie Lynskey,\Und,"R:chinky, brnign stepsister :""Jacqueline"""
2418,T:Ever After,Dougray Scott,\Und,"R:prince ""Henry"""
2419,T:Ever After,Jeanne Moreau,\Und,R:noblewoman
2420,T:Thunder Road,Robert Mitchum,\Und,"R:moonshine driver, crashes"
2421,T:Thunder Road,James Mitchum,\Und,"R:son, wants to join)"
2422,T:Thunder Road,Keely Smith,\Und,R:girlfriendsr
2423,T:Thunder Road,Gene Barry,\Und,RU:
2424,T:Thunder Road,Sandra Knight,\Und,RU:
2425,T:Thunder Road,Randy Sparks,\Und,RU:
2426,T:Thunder Road,Peter Breck,\Und,RU:
2427,T:The Vampire Dancer,Carl Schenstrom,\Und,R:2sr
2428,T:The Vampire Dancer,Clara Wieth,\Und,RU:
2429,T:The Vampire Dancer,Robert Dinesen,\Und,RU:
2430,T:The Vampire Dancer,Julie Hendriksen,\Und,RU:
2431,T:Hold That Hypnotist,The Bowery Boys,\Und,RU:
2432,T:Hold That Hypnotist,Mel Wells,\Und,"R:pirate ""Blackbeard"""
2433,T:Hold That Hypnotist,Stanley Clements,\Und,RU:
2434,T:Cleo from 5 to 7,Corinne Marchand,\Und,"R:chic singer, leans that she might have cancer"
2435,T:Vagabond,Sandrine Bonnaire,\Und,"R:young drifter, dies"
2436,T:Jaquot de Nantes,Jaques Demy,\Und,"R:director ""Jaques Demy"""
2437,T:A hundred and one nights,Michel Piccoli,\Und,RU:
2438,T:The Abductors,Victor McLaglen,\Und,R:steals Lincoln's body
2439,T:The Abductors,Gavin Muir,\Und,RU:
2440,T:The Abductors,George Macready,\Und,RU:
2441,T:McLintock,Hank Worden,\Und,RU:
2442,T:Shenandoah,James Stewart,\Und,R:crusty widower
2443,T:The Way West,Kirk Douglas,\Und,R:leader to new city
2444,T:The Way West,Robert Mitchum,\Und,R:scout
2445,T:Bandolero!,James Stewart,\Und,"R:good brother, masquerades as hangman, robs bank to settle down, escapes with bad brother, killed"
2446,T:Bandolero!,Dean Martin,\Und,"R:bad brother, gang member, tries to reform, killed"
2447,T:Bandolero!,Raquel Welch,\Und,"R:widow, going home"
2448,T:Bandolero!,George Kennedy,\Und,"R:sherriff, finds them, kills bandit"
2449,T:Bandolero!,Andrew Prine,\Und,RZ:gang member
2450,T:Bandolero!,Will Geer,\Und,R:old gang member
2451,T:The Undefeated,John Wayne,\Und,RU:
2452,T:The Undefeated,Rock Hudson,\Und,RU:
2453,T:The Undefeated,Lee Meriwether,\Und,RU:
2454,T:The Undefeated,Tony Aguilar,\Und,RU:
2455,T:The Undefeated,Roman Gabriel,\Und,RU:
2456,T:The Undefeated,Royal Dano,\Und,RU:
2457,T:Hellfighters,John Wayne,\Und,R:oilfield fire fighter
2458,T:Hellfighters,Jin Hutton,\Und,RU:
2459,T:Hellfighters,Katherine Ross,\Und,R:ex-wife
2460,T:Hellfighters,Vera Miles,\Und,RU:
2461,T:Hellfighters,Bruce cabot,\Und,RU:
2462,T:Hellfighters,Jay C. Flippen,\Und,RU:
2463,T:Hellfighters,Barbara Stuart,\Und,RU:
2464,TZ:The Abductors,Cheri Caffaro,\Und,RU:
2465,T:The Wild Geese,Roger Moore,\Und,R:mercenary
2466,T:The Wild Geese,Richard Burton,\Und,R:mercenary
2467,T:The Wild Geese,Richard Harris,\Und,R:mercenary
2468,T:The Wild Geese,Hardy Kruger,\Und,R:mercenary
2469,T:The Wild Geese,Stewart Granger,\Und,RU:
2470,T:The Wild Geese,Jack Watson,\Und,RU:
2471,T:The Wild Geese,Frank Finlay,\Und,RU:
2472,T:The Wild Geese,Kenneth Griffith,\Und,RU:
2473,T:The Wild Geese,Barry Foster,\Und,RU:
2474,T:The Wild Geese,Jeff Corey,\Und,RU:
2475,T:The Wild Geese,Ronald Fraser,\Und,RU:
2476,T:The Wild Geese,Percy Herbert,\Und,RU:
2477,T:The Wild Geese,Patrick Allen,\Und,RU:
2478,T:The Wild Geese,Jane Hylton,\Und,RU:
2479,TZ:The Sea Wolves,Gregory Peck,\Und,RU:
2480,TZ:The Sea Wolves,David Niven,\Und,RU:
2481,TZ:The Sea Wolves,Trevor Howard,\Und,RU:
2482,"T:Die T\""ur mit den Sieben Schl\:ossern",Klaus Kinski,\Und,RU:
2483,"T:Die T\""ur mit den Sieben Schl\:ossern",Heinz Drache,\Und,RU:
2484,"T:Die T\""ur mit den Sieben Schl\:ossern",Ady Berber,\Und,RU:
2485,"T:Die T\""ur mit den Sieben Schl\:ossern",Sabine Sesselman,\Und,RU:
2486,T:Voyeur,Alex vanWarmerdam,\Psy,R:voyeur
2487,T:Voyeur,Henri Garcin,\Und,R:father
2488,T:Voyeur,Olga Zuiderhoek,\Und,RU:
2489,T:The Northerners,Leonard Lucieer,\Und,"R:adolescent, admires Lumumba ""Thomas"""
2490,T:The Northerners,Jack Wouterse,\Und,R:randy father
2491,T:The Northerners,Annet Malherbe,\Und,R:asexual mother
2492,T:The Northerners,Alex VanWarmerdam,\Und,R:mailman
2493,T:The Northerners,Rudolf Lucieer,\Und,RZ:priest
2494,T:The Northerners,s a,\Und,R:second priest
2495,T:The Northerners,Loes Wouterson,\Und,RU:
2496,T:The Northerners,s a,\Und,"R:African, exhibited"
2497,T:Little Tony,Alex vanWarmerdam,\Und,"R:farmer ""Brand"""
2498,T:Little Tony,Annet Malherbe,\Und,"R:farmer's wife, killed ""Keet"""
2499,T:Little Tony,s a,\Und,"R:hired by Keet to teach Brand to write ""Lena"""
2500,T:A Generation,Tadeusz Lomnicki,\Und,R:joins underground
2501,T:A Generation,Tadeusz Janczar,\Und,RU:
2502,T:Ashes and Diamonds,Zbigniew Cybulski,\Und,R:young anti-communist
2503,T:Innocent Sorcerers,Tadeusz Lomnicki,\Und,R:young doctor
2504,T:Innocent Sorcerers,Krystyna Stypulnicki,\Und,R:smart alecky
2505,T:The Siberian Lady Macbeth,s a,\Und,R:Russian merchant
2506,T:The Siberian Lady Macbeth,s a,\Und,R:neglected wife
2507,T:The Siberian Lady Macbeth,s a,\Und,"R:swineherd, lover"
2508,T:Samson,Serge Moulin,\Und,R:Jew in hiding
2509,T:Everything for Sale,Andrzej Lapicki,\Und,"R:director, seeks star ""Zbignew Cybulski"""
2510,T:Everything for Sale,Bogumil Kobiela,\Und,"R:critic, fiend ""Bogumil Kobiela"""
2511,T:Everything for Sale,Daniel Olbrychiski,\Und,R:ambitious actor
2512,T:Landscape after Battle,Daniel Olbrychiski,\Und,R:liberated in mate
2513,T:Birch Wood,Olgierd Lukaszewicz,\Und,R:lonely consumptive
2514,T:Birch Wood,s a,\Und,"R:village girl, pursued"
2515,T:Birch Wood,Daniel Olbrychiski,\Und,R:consumptive's brother
2516,T:The Wedding,Daniel Olbrychiski,\Und,R:poet bridegroom
2517,T:The Wedding,s a,\Und,R:peasant bride
2518,T:The Promised Land,Daniel Olbrychiski,\Und,R:Polish capitalist
2519,T:The Promised Land,Andrzej Seweryn,\Und,R:German capitalist
2520,T:The Promised Land,Wojciech Pszoniak,\Und,R:Jewish capitalist
2521,T:The Shadow Line,Marek Kondrat,\Und,"R:author ""Joseph Conrad"""
2522,T:Man of Marble,Krystyna Janda,\Und,R:aggressive film student
2523,T:Man of Marble,Jerzy Radziwilowicz,\Und,"R:bricklayer, Stalinist hero ""Mateus Birkut"""
2524,T:Without Anesthesia,Zbigniew Zapasiewicz,\Und,"R:journalist, cut off"
2525,T:The Young Girls of Wilko,Daniel Olbrychiski,\Und,R:aging romantic
2526,T:Orchestra Conductor,Krystyna Janda,\Und,R:organizer
2527,T:Orchestra Conductor,John Gielgud,\Und,R:visiting conductor
2528,T:Orchestra Conductor,Andrzej Seweryn,\Und,"R:local conductor, organizer's husband"
2529,T:Man of Iron,Jerzy Radziwilowicz,\Und,R:bricklayer hero's son
2530,T:Man of Iron,Krystyna Janda,\Und,"R:film maker, love"
2531,T:Man of Iron,Lech Walesa,\Cam,"R:leader ""Lech Walesa"""
2532,T:Danton,Gerard Depardieu,\Und,"RN:""Danton"""
2533,T:Danton,Wojciek Pszoniak,\Und,"RN:""Robbespierre"""
2534,T:Danton,Patrice Chereau,\Und,RU:
2535,T:Danton,Roger Planchon,\Und,RU:
2536,T:A Love in Germany,Hanna Schygulla,\Und,R:passionate shopkeeper
2537,T:A Love in Germany,Piotr Lysak,\Und,R:prisoner-of-war
2538,T:A Love in Germany,Armin MuellerStahl,\Und,R:goodhearted Gestapo boss
2539,T:The Possessed,Jerzy Radziwilowicz,\Und,"RN:""Shatov"""
2540,T:The Possessed,Isabelle Huppert,\Und,R:wife
2541,T:The Possessed,Bernard Blier,\Und,R:governor
2542,T:The Possessed,Lambert Wilson,\Und,"RN:""Stavorgin"""
2543,T:The Possessed,Omar Sharif,\Und,R:ineffectual westernizer
2544,T:Chronicle of a Love Affair,Piotr Wawrzynczak,\Und,"R:young boy, finds love"
2545,T:Chronicle of a Love Affair,Tadeus Konwicki,\Und,R:guardian angel
2546,T:Korczak,Wojciek Pszoniak,\Und,"R:educater, doctor, hero ""Janusz Korcak"""
2547,T:Traces of Red,James Belushi,\Und,R:murder suspect
2548,T:Traces of Red,Lorraine Bracco,\Und,"R:lusty widow, victim"
2549,T:Traces of Red,Tony Goldwyn,\Und,R:friend
2550,T:The Matrix,Keanu Reeves,\Und,RU:
2551,T:The Matrix,Laurence Fishburn,\Und,RU:
2552,T:The Matrix,CarrieAnne Moss,\Und,RU:
2553,T:Star Time,Michael StGerard,\Und,"R:odd, contemplates suicide, becomes a murderer"
2554,T:Star Time,John P. Ryan,\Und,R:TV personality
2555,T:Election,Reese Withersponn,\Und,"R:ambitiuous senior ""Tracy"""
2556,T:Election,Matthew Broderick,\Und,"R:vindictive history teacher, tries to stop Tracy"
2557,T:A Cold Wind in August,Lola Albright,\Und,R:stripper. falls for boy
2558,T:A Cold Wind in August,Scott Marlowe,\Und,"R:boy, rejects stripper"
2559,T:A Cold Wind in August,Joe deSantis,\Und,R:boy's father
2560,T:A Cold Wind in August,Hershel Bernardi,\Und,RU:
2561,T:Mute Witness,s a,\Und,RU:
2562,T:American Werewolf in Paris,Julie Delpy,\Und,R:young she-wolf
2563,T:American Werewolf in Paris,Everett Scott,\Und,"R:student traveler, falls for wolf"
2564,T:American Werewolf in Paris,David Naughton,\Und,"R:traveler, wolf's father"
2565,T:American Werewolf in Paris,Jenny Agutter,\Und,"R:nurse, wolf's mother"
2566,T:Pacific Palisades,Sophie Marceau,\Und,R:adventuress
2567,TZ:Cloud Dancer,David Carradine,\Und,RU:
2568,TZ:Cloud Dancer,Jennifer ONeill,\Und,RU:
2569,TZ:Cloud Dancer,Joseph Bottoms,\Und,RU:
2570,T:The Blue Lamp,Jack Warden,\Und,R:young police agent
2571,T:The Blue Lamp,Jimmy Hanley,\Und,"R:elderly cop, trans, shot"
2572,T:The Blue Lamp,Dirk Bogarde,\Und,RU:
2573,T:The Blue Lamp,Meredith Edwards,\Und,RU:
2574,T:The Blue Lamp,Robert Flemyng,\Und,RU:
2575,T:The Blue Lamp,Bernard Lee,\Und,RU:
2576,T:The Blue Lamp,Patric Doonan,\Und,RU:
2577,T:The Blue Lamp,Peggy Evans,\Und,RU:
2578,T:The Blue Lamp,Gladys Henson,\Und,RU:
2579,T:The Blue Lamp,Dora Bryan,\Und,RU:
2580,T:Who Done It,Benny Hill,\Und,RU:
2581,T:Who Done It,Belinda Lee,\Und,RU:
2582,T:Who Done It,David Kosoff,\Und,RU:
2583,T:Who Done It,Garry Marsh,\Und,RU:
2584,T:Who Done It,Ernest Thesiger,\Und,RU:
2585,T:Who Done It,Thorley Walters,\Und,RU:
2586,T:The League of Gentlemen,Jack Hawkins,\Und,"R:ex-fficer, robber"
2587,T:The League of Gentlemen,Richard Attenborough,\Und,RU:
2588,T:The League of Gentlemen,Roger Livesey,\Und,RU:
2589,T:The League of Gentlemen,Nigel Patrick,\Und,RU:
2590,T:The League of Gentlemen,Bryan Forbes,\Und,RU:
2591,T:The League of Gentlemen,Kieron moore,\Und,RU:
2592,T:The League of Gentlemen,Terence Alexander,\Und,RU:
2593,T:The League of Gentlemen,Norman Bird,\Und,R:Nanette Newmansr
2594,T:The League of Gentlemen,David Lodge,\Und,RU:
2595,T:The League of Gentlemen,Doris Hare,\Und,RU:
2596,T:The League of Gentlemen,Lydia Sherwood,\Und,RU:
2597,T:All Night Long,Patrick McGoohan,\Und,RU:
2598,T:All Night Long,Richard Attenborough,\Und,RU:
2599,T:All Night Long,Keith Mitchell,\Und,RU:
2600,T:All Night Long,Betsy Blair,\Und,RU:
2601,T:All Night Long,Marti Stevens,\Und,RU:
2602,T:All Night Long,Paul Harris,\Und,RU:
2603,T:All Night Long,Bernard Braden,\Und,RU:
2604,T:Victim,Dirk Bogarde,\Und,R:homosexual barrister
2605,T:Victim,Sylvia Sims,\Und,R:wife
2606,T:Victim,Peter McEnery,\Und,R:former lover
2607,T:Victim,Dennis Price,\Und,RU:
2608,T:Victim,Hilton Edwards,\Und,RU:
2609,T:Victim,John Barrie,\Und,RU:
2610,T:Victim,Norman Bird,\Und,RU:
2611,T:Victim,Anthony Nicholls,\Und,RU:
2612,T:Victim,Charles Lloyd Pack,\Und,RU:
2613,T:Victim,Derren Nesbitt,\Und,RU:
2614,T:Victim,John Cairney,\Und,RU:
2615,T:Victim,Hilton Edwards,\Und,RU:
2616,T:Victim,Peter Copley,\Und,RU:
2617,T:Victim,Donald Churchill,\Und,RU:
2618,T:Victim,Nigel Stock,\Und,RU:
2619,T:Masquerade,Cliff Robertson,\Und,RZ:British Secret Service agent
2620,T:Masquerade,Jack Hawkins,\Und,"RZ:Arab prince, Abducted"
2621,T:Masquerade,Charles Gray,\Und,RU:
2622,T:Masquerade,Bill Fraser,\Und,RU:
2623,T:Masquerade,Marissa Mell,\Und,RU:
2624,T:Masquerade,Michel Piccoli,\Und,RU:
2625,T:Masquerade,John LeMesurier,\Und,RU:
2626,T:The Man who Haunted Himself,Roger Moore,\Und,"R:businessman, has accident"
2627,T:The Man who Haunted Himself,Roger Moore,\Und,"R:double, steals job, wife"
2628,T:The Man who Haunted Himself,Hildegarde Neil,\Und,RZ:wife
2629,T:The Man who Haunted Himself,Olga GeorgesPicot,\Und,RU:
2630,T:The Man who Haunted Himself,Anton Rodgers,\Und,RU:
2631,T:The Man who Haunted Himself,Freddie Jones,\Und,RU:
2632,T:The Man who Haunted Himself,Thorley Walters,\Und,RU:
2633,T:The Man who Haunted Himself,John Carson,\Und,RU:
2634,T:The Man who Haunted Himself,John Welsh,\Und,RU:
2635,T:American Dream,Jim Guyette,\Und,"R:union leader, beaten ""Jim Guyette"""
2636,T:American Dream,Ray Rodgers,\Und,"R:union agent ""Ray Rodgers"""
2637,T:American Dream,Lewie Anderson,\Und,R:chief negotiator
2638,T:American Dream,John Morrison,\Und,R:becomes scab
